source,split,view,image_path,image_w,image_h
cv,,frontal,data_raw/cv/Frontal/PXL_20210923_071352288.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/0182GLK.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/0292LKY.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/0664JGR.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/0729HHG.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/0804FTB.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/0907JRF.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/1062FNT.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/1178HJS.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/1391KYW.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/1498JBZ.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/1663FLN.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/2272HST.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/2335KGY.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/2344KJP.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/2377HSH.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/2643LDS.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/2732LRG.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/2817LFP.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/3017FRG.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/3040JMB.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/3326HGW - copia.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/3340JMF_.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/3374KBF.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/3567DCX_.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/3587DCX_.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/3616LLF.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/3660CRT.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/3991KHB.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/4142HCF.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/4658JDG.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/4674FHC_.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/5275HGY_.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/5416HML.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/5789JHB.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/5796DKP.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/5817FLW.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/5868GJV.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/5960CCW.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/6000GVT.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/6401JBX.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/6554BNX.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/6929LKK.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/7093HWB.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/7674LLX.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/7982LCD.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/8157HVG.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/8611LGM.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/8727JTC_.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/8796CKY.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/PXL_20210921_094926329.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/PXL_20210921_094938026.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/PXL_20210921_094946132.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/PXL_20210921_094951899.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/PXL_20210921_094959264.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/PXL_20210921_095022850.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/PXL_20210921_095032661.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/PXL_20210921_095042811.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/PXL_20210921_095052884.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/PXL_20210921_095103559.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/PXL_20210921_095112482.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/PXL_20210921_095129495.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/PXL_20210921_095142454.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/PXL_20210921_095212294.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/PXL_20210923_071335579.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/PXL_20210923_071344764.jpg,4032,2268
cv,,lateral,data_raw/cv/Lateral/PXL_20210923_071356001.jpg,4032,2268
uc3m,train,,data_raw/uc3m/train/00001.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00002.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00003.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00004.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00005.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00006.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00007.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00008.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00009.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00010.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00011.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00012.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00013.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00017.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00018.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00019.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00020.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00021.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00023.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00025.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00026.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00027.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00028.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00029.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00030.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00031.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00032.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00033.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00034.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00036.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00040.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00041.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00042.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00043.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00044.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00045.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00046.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00047.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00048.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00049.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00050.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00051.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00052.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00053.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00054.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00055.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00056.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00057.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00058.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00059.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00060.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00061.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00062.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00063.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00064.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00065.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00066.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00067.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00068.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00069.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00070.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00071.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00072.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00073.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00074.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00078.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00079.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00080.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00081.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00082.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00083.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00084.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00085.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00086.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00087.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00088.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00089.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00090.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00092.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00094.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00095.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00096.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00097.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00098.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00099.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00100.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00101.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00102.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00105.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00106.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00107.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00108.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00109.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00110.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00111.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00112.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00113.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00114.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00115.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00116.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00117.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00118.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00119.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00121.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00124.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00125.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00126.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00127.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00128.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00130.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00131.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00134.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00135.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00136.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00137.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00138.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00140.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00141.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00142.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00143.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00144.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00145.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00146.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00147.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00148.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00150.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00152.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00154.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00156.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00157.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00158.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00160.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00161.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00162.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00163.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00164.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00165.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00167.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00168.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00170.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00171.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00172.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00174.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00175.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00176.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00177.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00178.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00179.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00182.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00183.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00184.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00185.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00189.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00190.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00191.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00192.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00193.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00194.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00195.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00196.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00197.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00198.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00199.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00200.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00202.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00203.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00205.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00206.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00208.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00209.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00210.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00212.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00213.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00214.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00216.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00219.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00221.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00222.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00224.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00225.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00226.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00228.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00230.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00231.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00232.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00233.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00234.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00235.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00237.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00238.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00239.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00240.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00241.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00242.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00243.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00244.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00245.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00246.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00248.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00249.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00250.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00252.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00253.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00254.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00255.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00257.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00258.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00259.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00260.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00261.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00262.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00264.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00265.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00267.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00269.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00271.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00272.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00273.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00274.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00275.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00276.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00277.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00278.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00279.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00280.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00281.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00282.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00283.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00284.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00285.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00286.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00287.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00288.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00289.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00291.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00292.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00294.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00295.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00297.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00299.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00301.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00303.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00304.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00305.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00306.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00307.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00309.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00313.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00314.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00315.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00316.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00317.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00318.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00319.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00321.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00322.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00323.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00324.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00325.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00328.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00329.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00330.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00331.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00332.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00333.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00334.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00335.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00336.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00338.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00339.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00341.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00342.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00343.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00344.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00345.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00346.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00347.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00349.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00350.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00351.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00352.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00354.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00355.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00356.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00357.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00359.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00360.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00361.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00363.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00364.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00365.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00366.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00367.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00368.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00369.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00370.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00371.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00372.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00373.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00375.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00377.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00378.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00379.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00380.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00381.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00383.jpg,5184,3888
uc3m,train,,data_raw/uc3m/train/00385.jpg,5184,3888
