image_path,group_id,project_split
data_raw/cv/Lateral/6401JBX.jpg,g_cd9c24cfd91d5dd4,train
data_raw/cv/Lateral/6554BNX.jpg,g_5700621a9fb114f9,train
data_raw/cv/Lateral/6929LKK.jpg,g_bb93fe1a42225c2c,train
data_raw/cv/Lateral/7093HWB.jpg,g_acbf91591ff7b949,validation
data_raw/cv/Lateral/7674LLX.jpg,g_7dcc0105cbd2e60f,validation
data_raw/cv/Lateral/7982LCD.jpg,g_8babb2c7b102540d,validation
data_raw/cv/Lateral/8157HVG.jpg,g_1a5d1d33d2194279,train
data_raw/cv/Lateral/8611LGM.jpg,g_3e94fb94d39c0ccd,validation
data_raw/cv/Lateral/8727JTC_.jpg,g_acdf9d1e63afd582,train
data_raw/cv/Lateral/8796CKY.jpg,g_50aa07028d455ac5,test
data_raw/cv/Lateral/PXL_20210921_094926329.jpg,g_7e1ee563113ab16f,train
data_raw/cv/Lateral/PXL_20210921_094938026.jpg,g_640e1c3c3b6037bf,train
data_raw/cv/Lateral/PXL_20210921_094946132.jpg,g_e8c6cf8d1611c9a2,train
data_raw/cv/Lateral/PXL_20210921_094951899.jpg,g_1b08e922e439c182,train
data_raw/cv/Lateral/PXL_20210921_094959264.jpg,g_29ae430de58c80df,train
data_raw/cv/Lateral/PXL_20210921_095022850.jpg,g_bb93fe1a42225c2c,train
data_raw/cv/Lateral/PXL_20210921_095032661.jpg,g_75948f0bdf3418ed,train
data_raw/cv/Lateral/PXL_20210921_095042811.jpg,g_70df62612d6a0dd5,train
data_raw/cv/Lateral/PXL_20210921_095052884.jpg,g_0394434f293ce29c,train
data_raw/cv/Lateral/PXL_20210921_095103559.jpg,g_32ebcb5e1d938ce6,train
data_raw/cv/Lateral/PXL_20210921_095112482.jpg,g_475c9dc50d695581,train
data_raw/cv/Lateral/PXL_20210921_095129495.jpg,g_88e4fcb5d16c31e8,train
data_raw/cv/Lateral/PXL_20210921_095142454.jpg,g_5700621a9fb114f9,train
data_raw/cv/Lateral/PXL_20210921_095212294.jpg,g_cd9c24cfd91d5dd4,train
data_raw/cv/Lateral/PXL_20210923_071335579.jpg,g_acdf9d1e63afd582,train
data_raw/cv/Lateral/PXL_20210923_071344764.jpg,g_277f1159ce8383e3,train
data_raw/cv/Lateral/PXL_20210923_071356001.jpg,g_7368f398c2f5d71c,train
data_raw/uc3m/test/00000.jpg,g_ced531a657d3928c,train
data_raw/uc3m/test/00014.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00015.jpg,g_ef5d111facb0cb8d,train
data_raw/uc3m/test/00016.jpg,g_d01fddde69eaebb4,validation
data_raw/uc3m/test/00022.jpg,g_c1228c235d633d4d,train
data_raw/uc3m/test/00024.jpg,g_f1ae4948e6463b6b,train
data_raw/uc3m/test/00035.jpg,g_214203642eceef1d,train
data_raw/uc3m/test/00037.jpg,g_aeaafd584da3adc0,train
data_raw/uc3m/test/00038.jpg,g_502fcbdb4a6e309e,train
data_raw/uc3m/test/00039.jpg,g_2bbbf150cc8e8f75,validation
data_raw/uc3m/test/00075.jpg,g_40f106286f2e9765,train
data_raw/uc3m/test/00076.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00077.jpg,g_8bdd3db6525857fd,train
data_raw/uc3m/test/00091.jpg,g_1474fe863ffce91f,validation
data_raw/uc3m/test/00093.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00103.jpg,g_837f94e86580000f,test
data_raw/uc3m/test/00104.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00120.jpg,g_6d463f49079c77dd,test
data_raw/uc3m/test/00122.jpg,g_2dceb6a1e3e65c89,train
data_raw/uc3m/test/00123.jpg,g_f8086cf86b742658,train
data_raw/uc3m/test/00129.jpg,g_fa37d6399b69003b,train
data_raw/uc3m/test/00132.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00133.jpg,g_179a0f804644bb4c,validation
data_raw/uc3m/test/00139.jpg,g_d048c756e10de6e7,train
data_raw/uc3m/test/00149.jpg,g_a8edc773fa122aaf,train
data_raw/uc3m/test/00151.jpg,g_1f0d87e61ba9cbc0,train
data_raw/uc3m/test/00153.jpg,g_1f0d87e61ba9cbc0,train
data_raw/uc3m/test/00155.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00159.jpg,g_2665aaec4dccdaa5,test
data_raw/uc3m/test/00166.jpg,g_8bdd3db6525857fd,train
data_raw/uc3m/test/00169.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00173.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00180.jpg,g_885fe71334e7ba6e,train
data_raw/uc3m/test/00181.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00186.jpg,g_24133d453dddc14a,validation
data_raw/uc3m/test/00187.jpg,g_f63e6c473156bdf4,train
data_raw/uc3m/test/00188.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00201.jpg,g_5ff5751b7e4b77af,train
data_raw/uc3m/test/00204.jpg,g_905b39a521306576,test
data_raw/uc3m/test/00207.jpg,g_424befa805e556a8,test
data_raw/uc3m/test/00211.jpg,g_ef5d111facb0cb8d,train
data_raw/uc3m/test/00215.jpg,g_2d2ad90e5c5e63aa,train
data_raw/uc3m/test/00217.jpg,g_557da73051864ee4,train
data_raw/uc3m/test/00218.jpg,g_2d2ad90e5c5e63aa,train
data_raw/uc3m/test/00220.jpg,g_80fd94073aa5a52d,test
data_raw/uc3m/test/00223.jpg,g_e5f8c767762520bc,test
data_raw/uc3m/test/00227.jpg,g_15862eeafc5f1b97,validation
data_raw/uc3m/test/00229.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00236.jpg,g_d1128cee0b990c74,validation
data_raw/uc3m/test/00247.jpg,g_1743d1eb00f6f58a,train
data_raw/uc3m/test/00251.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00256.jpg,g_0afeebbb3301f978,train
data_raw/uc3m/test/00263.jpg,g_602ed40bee5828dc,validation
data_raw/uc3m/test/00266.jpg,g_12507700c4e27ef4,test
data_raw/uc3m/test/00268.jpg,g_c4ee0d22d46aa082,train
data_raw/uc3m/test/00270.jpg,g_a2fc7d8588e8d4f5,train
data_raw/uc3m/test/00290.jpg,g_768db4c93a689323,train
data_raw/uc3m/test/00293.jpg,g_cdf37e04b1798eaf,train
data_raw/uc3m/test/00296.jpg,g_97fd508400630963,train
data_raw/uc3m/test/00298.jpg,g_678483645275dc54,train
data_raw/uc3m/test/00300.jpg,g_9a6951baeca92fd9,train
data_raw/uc3m/test/00302.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00308.jpg,g_616bbeb3c98b5365,test
data_raw/uc3m/test/00310.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00311.jpg,g_b5731532f5efdb3a,train
data_raw/uc3m/test/00312.jpg,g_b415090ec636baf4,test
data_raw/uc3m/test/00320.jpg,g_f3067fc2f8e437e6,test
data_raw/uc3m/test/00326.jpg,g_2ea7e13e08166034,train
data_raw/uc3m/test/00327.jpg,g_378fa1fa38965b10,test
data_raw/uc3m/test/00337.jpg,g_5e31a6d0012409a8,validation
data_raw/uc3m/test/00340.jpg,g_e1ff61595883dda9,train
data_raw/uc3m/test/00348.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00353.jpg,g_5ff5751b7e4b77af,train
data_raw/uc3m/test/00358.jpg,g_4e713bf95af7f88f,test
data_raw/uc3m/test/00362.jpg,g_2e4639fc381588b4,test
data_raw/uc3m/test/00374.jpg,g_40f6206a4b435738,test
data_raw/uc3m/test/00376.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00382.jpg,g_42d05f6b4e3bf2e5,test
data_raw/uc3m/test/00384.jpg,g_f8086cf86b742658,train
data_raw/uc3m/test/00386.jpg,g_c36db8cfe2bcd897,train
data_raw/uc3m/test/00390.jpg,g_8fcfb95a807f0a47,train
data_raw/uc3m/test/00393.jpg,g_9be0334413adc3eb,validation
data_raw/uc3m/test/00405.jpg,g_8880587b8de5909c,validation
data_raw/uc3m/test/00407.jpg,g_cbd38b63f01dd157,train
data_raw/uc3m/test/00414.jpg,g_1828e214e8da119b,test
data_raw/uc3m/test/00420.jpg,g_3707c7e2869203bf,train
data_raw/uc3m/test/00421.jpg,g_9ac94bd3810a499f,train
data_raw/uc3m/test/00440.jpg,g_87041999c1879847,train
data_raw/uc3m/test/00441.jpg,g_87041999c1879847,train
data_raw/uc3m/test/00445.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00447.jpg,g_e1f8be72e4b53e46,train
data_raw/uc3m/test/00478.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00479.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00495.jpg,g_3b1a1bf86102b810,train
data_raw/uc3m/test/00505.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00509.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00510.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00511.jpg,g_c48ec9c6be58abc0,train
data_raw/uc3m/test/00513.jpg,g_185c91c962627742,test
data_raw/uc3m/test/00523.jpg,g_97103231ba7b9e12,train
data_raw/uc3m/test/00531.jpg,g_a05c089dca73b683,validation
data_raw/uc3m/test/00533.jpg,g_53854d92435b6190,validation
data_raw/uc3m/test/00553.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00555.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00560.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00573.jpg,g_3a8729692c21afec,train
data_raw/uc3m/test/00577.jpg,g_e953d1bcbfcfa9ea,train
data_raw/uc3m/test/00578.jpg,g_e1f2bc9c8c86b99b,validation
data_raw/uc3m/test/00588.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00589.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00591.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00606.jpg,g_8bdd3db6525857fd,train
data_raw/uc3m/test/00611.jpg,g_1f0d87e61ba9cbc0,train
data_raw/uc3m/test/00615.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00617.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00624.jpg,g_e9da815b88d5cf62,train
data_raw/uc3m/test/00644.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00650.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00654.jpg,g_01fc93b056a64b58,validation
data_raw/uc3m/test/00656.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00662.jpg,g_e697f073b7b1bee1,train
data_raw/uc3m/test/00668.jpg,g_f2e2ba4d588a21a4,train
data_raw/uc3m/test/00669.jpg,g_f81eca25ef94684e,train
data_raw/uc3m/test/00688.jpg,g_1743d1eb00f6f58a,train
data_raw/uc3m/test/00694.jpg,g_741f4c3ff975b8b1,train
data_raw/uc3m/test/00698.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00716.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00717.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00722.jpg,g_db48305c52b81e13,train
data_raw/uc3m/test/00726.jpg,g_8522665144560981,validation
data_raw/uc3m/test/00741.jpg,g_e954481018e268bd,train
data_raw/uc3m/test/00742.jpg,g_e954481018e268bd,train
data_raw/uc3m/test/00751.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00756.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00762.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00763.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00765.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00771.jpg,g_915adfd012742270,test
data_raw/uc3m/test/00776.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00786.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00798.jpg,g_671954035b2403ec,train
data_raw/uc3m/test/00799.jpg,g_79e34babce0cf00e,validation
data_raw/uc3m/test/00804.jpg,g_63193e3dc45c9494,test
data_raw/uc3m/test/00806.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00808.jpg,g_e4969af7e6230d58,train
data_raw/uc3m/test/00813.jpg,g_60b4b5904c2af709,train
data_raw/uc3m/test/00814.jpg,g_273028a430aea586,train
data_raw/uc3m/test/00816.jpg,g_7c12c86762650da1,train
data_raw/uc3m/test/00817.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00818.jpg,g_06e0ff101714715e,train
data_raw/uc3m/test/00831.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00834.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00836.jpg,g_71dabbb44af59b41,train
data_raw/uc3m/test/00839.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00841.jpg,g_53f4d46587bcf6b9,test
data_raw/uc3m/test/00842.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00844.jpg,g_9f58713cbb6ad0d3,train
data_raw/uc3m/test/00848.jpg,g_87e1e80f4c67cc2f,train
data_raw/uc3m/test/00855.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00857.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00863.jpg,g_e697f073b7b1bee1,train
data_raw/uc3m/test/00867.jpg,g_2dff9055934e406b,train
data_raw/uc3m/test/00871.jpg,g_a2fc7d8588e8d4f5,train
data_raw/uc3m/test/00873.jpg,g_c317d7429409bf61,train
data_raw/uc3m/test/00875.jpg,g_922505914ea12402,test
data_raw/uc3m/test/00879.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00883.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00886.jpg,g_83ae8f5ba117fee3,train
data_raw/uc3m/test/00897.jpg,g_3967c6dbcfef2916,test
data_raw/uc3m/test/00898.jpg,g_b0ff2f82fe4b1912,test
data_raw/uc3m/test/00899.jpg,g_8eec753b5159da48,test
data_raw/uc3m/test/00901.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00903.jpg,g_4355e24715753d84,test
data_raw/uc3m/test/00908.jpg,g_58f9ba9d6f693f59,train
data_raw/uc3m/test/00910.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00915.jpg,g_2255e51bf848a05d,train
data_raw/uc3m/test/00929.jpg,g_6e569c46e0c02034,train
data_raw/uc3m/test/00936.jpg,g_78a8e8caac460a73,validation
data_raw/uc3m/test/00948.jpg,g_70ecb7765eb3f2bf,validation
data_raw/uc3m/test/00958.jpg,g_f81eca25ef94684e,train
data_raw/uc3m/test/00961.jpg,g_ae83e88f7f2abdc0,train
data_raw/uc3m/test/00963.jpg,g_276eb52d3d14888a,train
data_raw/uc3m/test/00967.jpg,g_7d76c8e8b1c9614f,train
data_raw/uc3m/test/00968.jpg,g_833a6ad539c28799,train
data_raw/uc3m/test/00976.jpg,g_2d2ad90e5c5e63aa,train
data_raw/uc3m/test/00978.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/00979.jpg,g_1580c0403da19b96,train
data_raw/uc3m/test/00988.jpg,g_ae84da237b06f063,train
data_raw/uc3m/test/00991.jpg,g_464bf6623ec08c84,train
data_raw/uc3m/test/00994.jpg,g_a36330f1784654ef,train
data_raw/uc3m/test/01000.jpg,g_83271f571e22f57d,train
data_raw/uc3m/test/01003.jpg,g_ad4a088ff40160cf,train
data_raw/uc3m/test/01004.jpg,g_ad4a088ff40160cf,train
data_raw/uc3m/test/01009.jpg,g_7f4ed6de8ae25ec9,train
data_raw/uc3m/test/01013.jpg,g_bcf84c29e1bac45f,validation
data_raw/uc3m/test/01016.jpg,g_3f4428c2998c91e4,train
data_raw/uc3m/test/01026.jpg,g_9d4908ef77be88d2,train
data_raw/uc3m/test/01039.jpg,g_1cc6185d6c0722e7,test
data_raw/uc3m/test/01043.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/01050.jpg,g_88b4f99ea1d38505,validation
data_raw/uc3m/test/01053.jpg,g_8b580b3738aaf66b,test
data_raw/uc3m/test/01063.jpg,g_28c270f07a2ecfdb,train
data_raw/uc3m/test/01065.jpg,g_cab25b4e111ee229,train
data_raw/uc3m/test/01070.jpg,g_2d2ad90e5c5e63aa,train
data_raw/uc3m/test/01073.jpg,g_1580c0403da19b96,train
data_raw/uc3m/test/01077.jpg,g_1580c0403da19b96,train
data_raw/uc3m/test/01082.jpg,g_6113803fb1117fb5,train
data_raw/uc3m/test/01083.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/01090.jpg,g_ff88b29a970aa699,train
data_raw/uc3m/test/01093.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/01094.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/01117.jpg,g_ce2f7f6e30333adf,train
data_raw/uc3m/test/01121.jpg,g_bb2cc4ae2de16143,train
data_raw/uc3m/test/01122.jpg,g_ccb0ce0776c0e956,test
data_raw/uc3m/test/01127.jpg,g_c4ee0d22d46aa082,train
data_raw/uc3m/test/01128.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/01134.jpg,g_e4969af7e6230d58,train
data_raw/uc3m/test/01138.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/01142.jpg,g_2dceb6a1e3e65c89,train
data_raw/uc3m/test/01146.jpg,g_9c7b02e054d69938,train
data_raw/uc3m/test/01150.jpg,g_9d4908ef77be88d2,train
data_raw/uc3m/test/01151.jpg,g_5642614f5c4775bf,train
data_raw/uc3m/test/01153.jpg,g_1580c0403da19b96,train
data_raw/uc3m/test/01154.jpg,g_6a6ab2aac5f67a0f,train
data_raw/uc3m/test/01155.jpg,g_276eb52d3d14888a,train
data_raw/uc3m/test/01163.jpg,g_e2df8679531c6fc9,validation
data_raw/uc3m/test/01170.jpg,g_90b99bbfc22c95b0,validation
data_raw/uc3m/test/01172.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/01182.jpg,g_7374ea2d763bca3c,train
data_raw/uc3m/test/01191.jpg,g_230e2a4e8128540f,train
data_raw/uc3m/test/01201.jpg,g_2a6c45a58ae36fdc,test
data_raw/uc3m/test/01206.jpg,g_31b406b23de0f030,train
data_raw/uc3m/test/01209.jpg,g_ab0c8b29908a771e,train
data_raw/uc3m/test/01214.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/01215.jpg,g_2df3f494505c4cd6,validation
data_raw/uc3m/test/01220.jpg,g_fa651bdc065553e3,test
data_raw/uc3m/test/01227.jpg,g_11da0328ac916bc3,validation
data_raw/uc3m/test/01234.jpg,g_cf6e9d133f12f10b,validation
data_raw/uc3m/test/01236.jpg,g_042bfe5aec5ad0a4,test
data_raw/uc3m/test/01237.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/01242.jpg,g_1e0c51ba43322867,validation
data_raw/uc3m/test/01248.jpg,g_a08d4c4017b81fdb,validation
data_raw/uc3m/test/01251.jpg,g_5bad1377dc6691d1,validation
data_raw/uc3m/test/01260.jpg,g_003967677d8c9593,train
data_raw/uc3m/test/01267.jpg,g_9d4908ef77be88d2,train
data_raw/uc3m/test/01271.jpg,g_6aaa97083ce4fed4,train
data_raw/uc3m/test/01275.jpg,g_3fa0afaf081864b7,test
data_raw/uc3m/test/01276.jpg,g_66ae57a29dc4b138,train
data_raw/uc3m/test/01288.jpg,g_3508f7ebed9213e2,train
data_raw/uc3m/test/01306.jpg,g_161766f54efecc1f,test
data_raw/uc3m/test/01307.jpg,g_e1ff61595883dda9,train
data_raw/uc3m/test/01319.jpg,g_017aa27d6ddedc6f,train
data_raw/uc3m/test/01322.jpg,g_95d2d33453f7d073,train
data_raw/uc3m/test/01339.jpg,g_bb2cc4ae2de16143,train
data_raw/uc3m/test/01341.jpg,g_5642614f5c4775bf,train
data_raw/uc3m/test/01345.jpg,g_c1659452264a75b4,test
data_raw/uc3m/test/01348.jpg,g_87041999c1879847,train
data_raw/uc3m/test/01363.jpg,g_296df5178a1851ff,validation
data_raw/uc3m/test/01379.jpg,g_cfdd58acfc72e423,train
data_raw/uc3m/test/01384.jpg,g_e978f63be0d87944,train
data_raw/uc3m/test/01395.jpg,g_7638e82f847a68f9,validation
data_raw/uc3m/test/01401.jpg,g_c00a06a546162077,train
data_raw/uc3m/test/01404.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/01414.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/01417.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/01423.jpg,g_68833fd3e5020f37,test
data_raw/uc3m/test/01424.jpg,g_5e156129044c86f6,train
data_raw/uc3m/test/01425.jpg,g_7acbe4a88f9f98c0,test
data_raw/uc3m/test/01433.jpg,g_c3faeedb66e31b56,test
data_raw/uc3m/test/01437.jpg,g_80f9dbe67dcbbb0a,train
data_raw/uc3m/test/01438.jpg,g_cab777446396b91c,train
data_raw/uc3m/test/01439.jpg,g_b0b6c960b63e5fed,train
data_raw/uc3m/test/01445.jpg,g_66d02c7ed29539b0,test
data_raw/uc3m/test/01447.jpg,g_13210fd980886052,train
data_raw/uc3m/test/01454.jpg,g_dcdba113c9e23385,test
data_raw/uc3m/test/01457.jpg,g_7d1adb4d8037d4f7,train
data_raw/uc3m/test/01458.jpg,g_e6453d30ec69a8aa,train
data_raw/uc3m/test/01459.jpg,g_f32f3392f207a4cb,train
data_raw/uc3m/test/01460.jpg,g_f4cfdc3c3900d3c2,train
data_raw/uc3m/test/01461.jpg,g_f4cfdc3c3900d3c2,train
