image_path,source,original_split,group_id
data_raw/uc3m/test/00129.jpg,uc3m,test,g_fa37d6399b69003b
data_raw/uc3m/test/00132.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00133.jpg,uc3m,test,g_179a0f804644bb4c
data_raw/uc3m/test/00139.jpg,uc3m,test,g_d048c756e10de6e7
data_raw/uc3m/test/00149.jpg,uc3m,test,g_a8edc773fa122aaf
data_raw/uc3m/test/00151.jpg,uc3m,test,g_1f0d87e61ba9cbc0
data_raw/uc3m/test/00153.jpg,uc3m,test,g_1f0d87e61ba9cbc0
data_raw/uc3m/test/00155.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00159.jpg,uc3m,test,g_2665aaec4dccdaa5
data_raw/uc3m/test/00166.jpg,uc3m,test,g_8bdd3db6525857fd
data_raw/uc3m/test/00169.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00173.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00180.jpg,uc3m,test,g_885fe71334e7ba6e
data_raw/uc3m/test/00181.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00186.jpg,uc3m,test,g_24133d453dddc14a
data_raw/uc3m/test/00187.jpg,uc3m,test,g_f63e6c473156bdf4
data_raw/uc3m/test/00188.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00201.jpg,uc3m,test,g_5ff5751b7e4b77af
data_raw/uc3m/test/00204.jpg,uc3m,test,g_905b39a521306576
data_raw/uc3m/test/00207.jpg,uc3m,test,g_424befa805e556a8
data_raw/uc3m/test/00211.jpg,uc3m,test,g_ef5d111facb0cb8d
data_raw/uc3m/test/00215.jpg,uc3m,test,g_2d2ad90e5c5e63aa
data_raw/uc3m/test/00217.jpg,uc3m,test,g_557da73051864ee4
data_raw/uc3m/test/00218.jpg,uc3m,test,g_2d2ad90e5c5e63aa
data_raw/uc3m/test/00220.jpg,uc3m,test,g_80fd94073aa5a52d
data_raw/uc3m/test/00223.jpg,uc3m,test,g_e5f8c767762520bc
data_raw/uc3m/test/00227.jpg,uc3m,test,g_15862eeafc5f1b97
data_raw/uc3m/test/00229.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00236.jpg,uc3m,test,g_d1128cee0b990c74
data_raw/uc3m/test/00247.jpg,uc3m,test,g_1743d1eb00f6f58a
data_raw/uc3m/test/00251.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00256.jpg,uc3m,test,g_0afeebbb3301f978
data_raw/uc3m/test/00263.jpg,uc3m,test,g_602ed40bee5828dc
data_raw/uc3m/test/00266.jpg,uc3m,test,g_12507700c4e27ef4
data_raw/uc3m/test/00268.jpg,uc3m,test,g_c4ee0d22d46aa082
data_raw/uc3m/test/00270.jpg,uc3m,test,g_a2fc7d8588e8d4f5
data_raw/uc3m/test/00290.jpg,uc3m,test,g_768db4c93a689323
data_raw/uc3m/test/00293.jpg,uc3m,test,g_cdf37e04b1798eaf
data_raw/uc3m/test/00296.jpg,uc3m,test,g_97fd508400630963
data_raw/uc3m/test/00298.jpg,uc3m,test,g_678483645275dc54
data_raw/uc3m/test/00300.jpg,uc3m,test,g_9a6951baeca92fd9
data_raw/uc3m/test/00302.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00308.jpg,uc3m,test,g_616bbeb3c98b5365
data_raw/uc3m/test/00310.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00311.jpg,uc3m,test,g_b5731532f5efdb3a
data_raw/uc3m/test/00312.jpg,uc3m,test,g_b415090ec636baf4
data_raw/uc3m/test/00320.jpg,uc3m,test,g_f3067fc2f8e437e6
data_raw/uc3m/test/00326.jpg,uc3m,test,g_2ea7e13e08166034
data_raw/uc3m/test/00327.jpg,uc3m,test,g_378fa1fa38965b10
data_raw/uc3m/test/00337.jpg,uc3m,test,g_5e31a6d0012409a8
data_raw/uc3m/test/00340.jpg,uc3m,test,g_e1ff61595883dda9
data_raw/uc3m/test/00348.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00353.jpg,uc3m,test,g_5ff5751b7e4b77af
data_raw/uc3m/test/00358.jpg,uc3m,test,g_4e713bf95af7f88f
data_raw/uc3m/test/00362.jpg,uc3m,test,g_2e4639fc381588b4
data_raw/uc3m/test/00374.jpg,uc3m,test,g_40f6206a4b435738
data_raw/uc3m/test/00376.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00382.jpg,uc3m,test,g_42d05f6b4e3bf2e5
data_raw/uc3m/test/00384.jpg,uc3m,test,g_f8086cf86b742658
data_raw/uc3m/test/00386.jpg,uc3m,test,g_c36db8cfe2bcd897
data_raw/uc3m/test/00390.jpg,uc3m,test,g_8fcfb95a807f0a47
data_raw/uc3m/test/00393.jpg,uc3m,test,g_9be0334413adc3eb
data_raw/uc3m/test/00405.jpg,uc3m,test,g_8880587b8de5909c
data_raw/uc3m/test/00407.jpg,uc3m,test,g_cbd38b63f01dd157
data_raw/uc3m/test/00414.jpg,uc3m,test,g_1828e214e8da119b
data_raw/uc3m/test/00420.jpg,uc3m,test,g_3707c7e2869203bf
data_raw/uc3m/test/00421.jpg,uc3m,test,g_9ac94bd3810a499f
data_raw/uc3m/test/00440.jpg,uc3m,test,g_87041999c1879847
data_raw/uc3m/test/00441.jpg,uc3m,test,g_87041999c1879847
data_raw/uc3m/test/00445.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00447.jpg,uc3m,test,g_e1f8be72e4b53e46
data_raw/uc3m/test/00478.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00479.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00495.jpg,uc3m,test,g_3b1a1bf86102b810
data_raw/uc3m/test/00505.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00509.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00510.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00511.jpg,uc3m,test,g_c48ec9c6be58abc0
data_raw/uc3m/test/00513.jpg,uc3m,test,g_185c91c962627742
data_raw/uc3m/test/00523.jpg,uc3m,test,g_97103231ba7b9e12
data_raw/uc3m/test/00531.jpg,uc3m,test,g_a05c089dca73b683
data_raw/uc3m/test/00533.jpg,uc3m,test,g_53854d92435b6190
data_raw/uc3m/test/00553.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00555.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00560.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00573.jpg,uc3m,test,g_3a8729692c21afec
data_raw/uc3m/test/00577.jpg,uc3m,test,g_e953d1bcbfcfa9ea
data_raw/uc3m/test/00578.jpg,uc3m,test,g_e1f2bc9c8c86b99b
data_raw/uc3m/test/00588.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00589.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00591.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00606.jpg,uc3m,test,g_8bdd3db6525857fd
data_raw/uc3m/test/00611.jpg,uc3m,test,g_1f0d87e61ba9cbc0
data_raw/uc3m/test/00615.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00617.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00624.jpg,uc3m,test,g_e9da815b88d5cf62
data_raw/uc3m/test/00644.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00650.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00654.jpg,uc3m,test,g_01fc93b056a64b58
data_raw/uc3m/test/00656.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00662.jpg,uc3m,test,g_e697f073b7b1bee1
data_raw/uc3m/test/00668.jpg,uc3m,test,g_f2e2ba4d588a21a4
data_raw/uc3m/test/00669.jpg,uc3m,test,g_f81eca25ef94684e
data_raw/uc3m/test/00688.jpg,uc3m,test,g_1743d1eb00f6f58a
data_raw/uc3m/test/00694.jpg,uc3m,test,g_741f4c3ff975b8b1
data_raw/uc3m/test/00698.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00716.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00717.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00722.jpg,uc3m,test,g_db48305c52b81e13
data_raw/uc3m/test/00726.jpg,uc3m,test,g_8522665144560981
data_raw/uc3m/test/00741.jpg,uc3m,test,g_e954481018e268bd
data_raw/uc3m/test/00742.jpg,uc3m,test,g_e954481018e268bd
data_raw/uc3m/test/00751.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00756.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00762.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00763.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00765.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00771.jpg,uc3m,test,g_915adfd012742270
data_raw/uc3m/test/00776.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00786.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00798.jpg,uc3m,test,g_671954035b2403ec
data_raw/uc3m/test/00799.jpg,uc3m,test,g_79e34babce0cf00e
data_raw/uc3m/test/00804.jpg,uc3m,test,g_63193e3dc45c9494
data_raw/uc3m/test/00806.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00808.jpg,uc3m,test,g_e4969af7e6230d58
data_raw/uc3m/test/00813.jpg,uc3m,test,g_60b4b5904c2af709
data_raw/uc3m/test/00814.jpg,uc3m,test,g_273028a430aea586
data_raw/uc3m/test/00816.jpg,uc3m,test,g_7c12c86762650da1
data_raw/uc3m/test/00817.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00818.jpg,uc3m,test,g_06e0ff101714715e
data_raw/uc3m/test/00831.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00834.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00836.jpg,uc3m,test,g_71dabbb44af59b41
data_raw/uc3m/test/00839.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00841.jpg,uc3m,test,g_53f4d46587bcf6b9
data_raw/uc3m/test/00842.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00844.jpg,uc3m,test,g_9f58713cbb6ad0d3
data_raw/uc3m/test/00848.jpg,uc3m,test,g_87e1e80f4c67cc2f
data_raw/uc3m/test/00855.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00857.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00863.jpg,uc3m,test,g_e697f073b7b1bee1
data_raw/uc3m/test/00867.jpg,uc3m,test,g_2dff9055934e406b
data_raw/uc3m/test/00871.jpg,uc3m,test,g_a2fc7d8588e8d4f5
data_raw/uc3m/test/00873.jpg,uc3m,test,g_c317d7429409bf61
data_raw/uc3m/test/00875.jpg,uc3m,test,g_922505914ea12402
data_raw/uc3m/test/00879.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00883.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00886.jpg,uc3m,test,g_83ae8f5ba117fee3
data_raw/uc3m/test/00897.jpg,uc3m,test,g_3967c6dbcfef2916
data_raw/uc3m/test/00898.jpg,uc3m,test,g_b0ff2f82fe4b1912
data_raw/uc3m/test/00899.jpg,uc3m,test,g_8eec753b5159da48
data_raw/uc3m/test/00901.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00903.jpg,uc3m,test,g_4355e24715753d84
data_raw/uc3m/test/00908.jpg,uc3m,test,g_58f9ba9d6f693f59
data_raw/uc3m/test/00910.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00915.jpg,uc3m,test,g_2255e51bf848a05d
data_raw/uc3m/test/00929.jpg,uc3m,test,g_6e569c46e0c02034
data_raw/uc3m/test/00936.jpg,uc3m,test,g_78a8e8caac460a73
data_raw/uc3m/test/00948.jpg,uc3m,test,g_70ecb7765eb3f2bf
data_raw/uc3m/test/00958.jpg,uc3m,test,g_f81eca25ef94684e
data_raw/uc3m/test/00961.jpg,uc3m,test,g_ae83e88f7f2abdc0
data_raw/uc3m/test/00963.jpg,uc3m,test,g_276eb52d3d14888a
data_raw/uc3m/test/00967.jpg,uc3m,test,g_7d76c8e8b1c9614f
data_raw/uc3m/test/00968.jpg,uc3m,test,g_833a6ad539c28799
data_raw/uc3m/test/00976.jpg,uc3m,test,g_2d2ad90e5c5e63aa
data_raw/uc3m/test/00978.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/00979.jpg,uc3m,test,g_1580c0403da19b96
data_raw/uc3m/test/00988.jpg,uc3m,test,g_ae84da237b06f063
data_raw/uc3m/test/00991.jpg,uc3m,test,g_464bf6623ec08c84
data_raw/uc3m/test/00994.jpg,uc3m,test,g_a36330f1784654ef
data_raw/uc3m/test/01000.jpg,uc3m,test,g_83271f571e22f57d
data_raw/uc3m/test/01003.jpg,uc3m,test,g_ad4a088ff40160cf
data_raw/uc3m/test/01004.jpg,uc3m,test,g_ad4a088ff40160cf
data_raw/uc3m/test/01009.jpg,uc3m,test,g_7f4ed6de8ae25ec9
data_raw/uc3m/test/01013.jpg,uc3m,test,g_bcf84c29e1bac45f
data_raw/uc3m/test/01016.jpg,uc3m,test,g_3f4428c2998c91e4
data_raw/uc3m/test/01026.jpg,uc3m,test,g_9d4908ef77be88d2
data_raw/uc3m/test/01039.jpg,uc3m,test,g_1cc6185d6c0722e7
data_raw/uc3m/test/01043.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/01050.jpg,uc3m,test,g_88b4f99ea1d38505
data_raw/uc3m/test/01053.jpg,uc3m,test,g_8b580b3738aaf66b
data_raw/uc3m/test/01063.jpg,uc3m,test,g_28c270f07a2ecfdb
data_raw/uc3m/test/01065.jpg,uc3m,test,g_cab25b4e111ee229
data_raw/uc3m/test/01070.jpg,uc3m,test,g_2d2ad90e5c5e63aa
data_raw/uc3m/test/01073.jpg,uc3m,test,g_1580c0403da19b96
data_raw/uc3m/test/01077.jpg,uc3m,test,g_1580c0403da19b96
data_raw/uc3m/test/01082.jpg,uc3m,test,g_6113803fb1117fb5
data_raw/uc3m/test/01083.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/01090.jpg,uc3m,test,g_ff88b29a970aa699
data_raw/uc3m/test/01093.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/01094.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/01117.jpg,uc3m,test,g_ce2f7f6e30333adf
data_raw/uc3m/test/01121.jpg,uc3m,test,g_bb2cc4ae2de16143
data_raw/uc3m/test/01122.jpg,uc3m,test,g_ccb0ce0776c0e956
data_raw/uc3m/test/01127.jpg,uc3m,test,g_c4ee0d22d46aa082
data_raw/uc3m/test/01128.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/01134.jpg,uc3m,test,g_e4969af7e6230d58
data_raw/uc3m/test/01138.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/01142.jpg,uc3m,test,g_2dceb6a1e3e65c89
data_raw/uc3m/test/01146.jpg,uc3m,test,g_9c7b02e054d69938
data_raw/uc3m/test/01150.jpg,uc3m,test,g_9d4908ef77be88d2
data_raw/uc3m/test/01151.jpg,uc3m,test,g_5642614f5c4775bf
data_raw/uc3m/test/01153.jpg,uc3m,test,g_1580c0403da19b96
data_raw/uc3m/test/01154.jpg,uc3m,test,g_6a6ab2aac5f67a0f
data_raw/uc3m/test/01155.jpg,uc3m,test,g_276eb52d3d14888a
data_raw/uc3m/test/01163.jpg,uc3m,test,g_e2df8679531c6fc9
data_raw/uc3m/test/01170.jpg,uc3m,test,g_90b99bbfc22c95b0
data_raw/uc3m/test/01172.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/01182.jpg,uc3m,test,g_7374ea2d763bca3c
data_raw/uc3m/test/01191.jpg,uc3m,test,g_230e2a4e8128540f
data_raw/uc3m/test/01201.jpg,uc3m,test,g_2a6c45a58ae36fdc
data_raw/uc3m/test/01206.jpg,uc3m,test,g_31b406b23de0f030
data_raw/uc3m/test/01209.jpg,uc3m,test,g_ab0c8b29908a771e
data_raw/uc3m/test/01214.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/01215.jpg,uc3m,test,g_2df3f494505c4cd6
data_raw/uc3m/test/01220.jpg,uc3m,test,g_fa651bdc065553e3
data_raw/uc3m/test/01227.jpg,uc3m,test,g_11da0328ac916bc3
data_raw/uc3m/test/01234.jpg,uc3m,test,g_cf6e9d133f12f10b
data_raw/uc3m/test/01236.jpg,uc3m,test,g_042bfe5aec5ad0a4
data_raw/uc3m/test/01237.jpg,uc3m,test,g_f4cfdc3c3900d3c2
data_raw/uc3m/test/01242.jpg,uc3m,test,g_1e0c51ba43322867
