image_a,plate_id_a,image_b,plate_id_b,decision,basis,cross_original_split
data_raw/uc3m/test/00104.jpg,AD-80*8*YF,data_raw/uc3m/train/00673.jpg,AD-*088BY*,same,assumed_compatible_text,True
data_raw/uc3m/test/00104.jpg,AD-80*8*YF,data_raw/uc3m/train/00674.jpg,AD-*088BY*,same,assumed_compatible_text,True
data_raw/uc3m/test/00122.jpg,AD-18*3FR*,data_raw/uc3m/test/01142.jpg,AD-187**RN,same,assumed_compatible_text,False
data_raw/uc3m/test/00122.jpg,AD-18*3FR*,data_raw/uc3m/train/00183.jpg,AD-*833F*N,same,assumed_compatible_text,True
data_raw/uc3m/test/00122.jpg,AD-18*3FR*,data_raw/uc3m/train/01145.jpg,AD-187**RN,same,assumed_compatible_text,True
data_raw/uc3m/test/00122.jpg,AD-18*3FR*,data_raw/uc3m/train/01767.jpg,AD-180**RC,same,assumed_compatible_text,True
data_raw/uc3m/test/00123.jpg,AD-403*C*B,data_raw/uc3m/train/00147.jpg,AD-40*6CZ*,same,assumed_compatible_text,True
data_raw/uc3m/test/00123.jpg,AD-403*C*B,data_raw/uc3m/train/00260.jpg,AD-*033CC*,same,assumed_compatible_text,True
data_raw/uc3m/test/00123.jpg,AD-403*C*B,data_raw/uc3m/train/00261.jpg,AD-*033CC*,same,assumed_compatible_text,True
data_raw/uc3m/test/00123.jpg,AD-403*C*B,data_raw/uc3m/train/01443.jpg,AD-40*2*MB,same,assumed_compatible_text,True
data_raw/uc3m/test/00129.jpg,AD-879**BG,data_raw/uc3m/train/00085.jpg,AD-879**BG,same,assumed_compatible_text,True
data_raw/uc3m/test/00129.jpg,AD-879**BG,data_raw/uc3m/train/01931.jpg,AD-879**BG,same,assumed_compatible_text,True
data_raw/uc3m/test/00132.jpg,AD-036*DR*,data_raw/uc3m/train/00092.jpg,AD-0*66*RF,same,assumed_compatible_text,True
data_raw/uc3m/test/00132.jpg,AD-036*DR*,data_raw/uc3m/train/00131.jpg,AD-0*66*RF,same,assumed_compatible_text,True
data_raw/uc3m/test/00132.jpg,AD-036*DR*,data_raw/uc3m/train/00545.jpg,AD-036*DR*,same,assumed_compatible_text,True
data_raw/uc3m/test/00149.jpg,AD-88*0*CM,data_raw/uc3m/train/00019.jpg,AN-88*0CC*,same,assumed_compatible_text,True
data_raw/uc3m/test/00149.jpg,AD-88*0*CM,data_raw/uc3m/train/00582.jpg,AD-88*0*CM,same,assumed_compatible_text,True
data_raw/uc3m/test/00151.jpg,AD-*417*HV,data_raw/uc3m/train/00152.jpg,AD-*417*HV,same,assumed_compatible_text,True
data_raw/uc3m/test/00151.jpg,AD-505**WW,data_raw/uc3m/train/00594.jpg,AD-505**WW,same,assumed_compatible_text,True
data_raw/uc3m/test/00153.jpg,AD-45*9*SS,data_raw/uc3m/train/00152.jpg,AD-45*9*SS,same,assumed_compatible_text,True
data_raw/uc3m/test/00153.jpg,AD-64*3*VP,data_raw/uc3m/train/00152.jpg,AD-64*3*VP,same,assumed_compatible_text,True
data_raw/uc3m/test/00153.jpg,AD-M1*57P*,data_raw/uc3m/train/00154.jpg,AD-M1*57P*,same,assumed_compatible_text,True
data_raw/uc3m/test/00155.jpg,AD-57*3B*N,data_raw/uc3m/test/00589.jpg,AD-57*3B*N,same,assumed_compatible_text,False
data_raw/uc3m/test/00166.jpg,AD-4*70K*V,data_raw/uc3m/test/00606.jpg,AD-4*70K*V,same,assumed_compatible_text,False
data_raw/uc3m/test/00166.jpg,AD-4*70K*V,data_raw/uc3m/train/00604.jpg,AD-4*70K*V,same,assumed_compatible_text,True
data_raw/uc3m/test/00166.jpg,AD-4*70K*V,data_raw/uc3m/train/00605.jpg,AD-4*70K*V,same,assumed_compatible_text,True
data_raw/uc3m/test/00169.jpg,AN-24*1*DW,data_raw/uc3m/train/00168.jpg,AN-24*1*DW,same,assumed_compatible_text,True
data_raw/uc3m/test/00169.jpg,AN-24*1*DW,data_raw/uc3m/train/00170.jpg,AD-24*1*DW,same,assumed_compatible_text,True
data_raw/uc3m/test/00169.jpg,AN-24*1*DW,data_raw/uc3m/train/00628.jpg,AD-24*1*DW,same,assumed_compatible_text,True
data_raw/uc3m/test/00169.jpg,AN-509*C*F,data_raw/uc3m/train/00167.jpg,AD-509*C*F,same,assumed_compatible_text,True
data_raw/uc3m/test/00169.jpg,AN-509*C*F,data_raw/uc3m/train/00168.jpg,AN-509*C*F,same,assumed_compatible_text,True
data_raw/uc3m/test/00169.jpg,AN-89*0B*S,data_raw/uc3m/train/00168.jpg,AN-89*0B*S,same,assumed_compatible_text,True
data_raw/uc3m/test/00169.jpg,AN-89*0B*S,data_raw/uc3m/train/00622.jpg,AD-89*0B*S,same,assumed_compatible_text,True
data_raw/uc3m/test/00169.jpg,AN-89*0B*S,data_raw/uc3m/train/00623.jpg,AD-89*0B*S,same,assumed_compatible_text,True
data_raw/uc3m/test/00169.jpg,AN-89*0B*S,data_raw/uc3m/train/01516.jpg,AD-896*BT*,same,assumed_compatible_text,True
data_raw/uc3m/test/00169.jpg,AN-89*0B*S,data_raw/uc3m/train/01639.jpg,AD-896*BT*,same,assumed_compatible_text,True
data_raw/uc3m/test/00173.jpg,AD-814*FP*,data_raw/uc3m/train/00174.jpg,AD-814*FP*,same,assumed_compatible_text,True
data_raw/uc3m/test/00181.jpg,AN-66*2*WN,data_raw/uc3m/test/00615.jpg,AD-66*2*WN,same,assumed_compatible_text,False
data_raw/uc3m/test/00181.jpg,AN-66*2*WN,data_raw/uc3m/train/00182.jpg,AD-66*2*WN,same,assumed_compatible_text,True
data_raw/uc3m/test/00181.jpg,AN-66*2*WN,data_raw/uc3m/train/00616.jpg,AD-66*2*WN,same,assumed_compatible_text,True
data_raw/uc3m/test/00187.jpg,AD-202**BX,data_raw/uc3m/train/01541.jpg,AD-2*25JB*,same,assumed_compatible_text,True
data_raw/uc3m/test/00188.jpg,AD-8*14G*Y,data_raw/uc3m/test/01829.jpg,AD-*214*YY,same,assumed_compatible_text,False
data_raw/uc3m/test/00188.jpg,AD-8*14G*Y,data_raw/uc3m/train/00521.jpg,AN-82*4GY*,same,assumed_compatible_text,True
data_raw/uc3m/test/00188.jpg,AD-8*14G*Y,data_raw/uc3m/train/01828.jpg,AD-*214*YY,same,assumed_compatible_text,True
data_raw/uc3m/test/00201.jpg,AD-29*3*XX,data_raw/uc3m/test/00353.jpg,AD-29*3*XX,same,assumed_compatible_text,False
data_raw/uc3m/test/00201.jpg,AD-29*3*XX,data_raw/uc3m/train/00350.jpg,AN-29*3*XX,same,assumed_compatible_text,True
data_raw/uc3m/test/00201.jpg,AD-29*3*XX,data_raw/uc3m/train/00351.jpg,AN-29*3*XX,same,assumed_compatible_text,True
data_raw/uc3m/test/00201.jpg,AD-29*3*XX,data_raw/uc3m/train/00352.jpg,AD-29*3*XX,same,assumed_compatible_text,True
data_raw/uc3m/test/00201.jpg,AD-44*3*PY,data_raw/uc3m/train/00351.jpg,AN-44*3*PY,same,assumed_compatible_text,True
data_raw/uc3m/test/00201.jpg,AD-44*3*PY,data_raw/uc3m/train/00352.jpg,AD-44*3*PY,same,assumed_compatible_text,True
data_raw/uc3m/test/00211.jpg,AD-2*28L*L,data_raw/uc3m/train/00213.jpg,AD-2*28L*L,same,assumed_compatible_text,True
data_raw/uc3m/test/00211.jpg,AD-48*3*TW,data_raw/uc3m/train/00221.jpg,AD-48*3*TW,same,assumed_compatible_text,True
data_raw/uc3m/test/00215.jpg,AD-344**RY,data_raw/uc3m/test/00218.jpg,AD-344**RY,same,assumed_compatible_text,False
data_raw/uc3m/test/00215.jpg,AD-344**RY,data_raw/uc3m/train/00289.jpg,AD-34*3CR*,same,assumed_compatible_text,True
data_raw/uc3m/test/00217.jpg,AD-674**SZ,data_raw/uc3m/train/00216.jpg,AN-674**SZ,same,assumed_compatible_text,True
data_raw/uc3m/test/00218.jpg,AD-344**RY,data_raw/uc3m/train/00289.jpg,AD-34*3CR*,same,assumed_compatible_text,True
data_raw/uc3m/test/00229.jpg,AD-4*72*WY,data_raw/uc3m/train/00385.jpg,AN-42*2B*Y,same,assumed_compatible_text,True
data_raw/uc3m/test/00229.jpg,AD-4*72*WY,data_raw/uc3m/train/00464.jpg,AN-44*2GW*,same,assumed_compatible_text,True
data_raw/uc3m/test/00229.jpg,AD-4*72*WY,data_raw/uc3m/train/00900.jpg,AD-*272KW*,same,assumed_compatible_text,True
data_raw/uc3m/test/00247.jpg,AD-1*94JV*,data_raw/uc3m/test/00688.jpg,AD-179**VN,same,assumed_compatible_text,False
data_raw/uc3m/test/00251.jpg,AD-914**CP,data_raw/uc3m/train/00167.jpg,AN-914*F*P,same,assumed_compatible_text,True
data_raw/uc3m/test/00256.jpg,AD-4*13*TB,data_raw/uc3m/train/01664.jpg,AD-441*KT*,same,assumed_compatible_text,True
data_raw/uc3m/test/00268.jpg,AD-42*1*TY,data_raw/uc3m/train/00456.jpg,AN-423*CT*,same,assumed_compatible_text,True
data_raw/uc3m/test/00270.jpg,AD-*001H*H,data_raw/uc3m/test/00871.jpg,AD-20*1HY*,same,assumed_compatible_text,False
data_raw/uc3m/test/00298.jpg,AD-47*0GW*,data_raw/uc3m/train/01304.jpg,AD-479**WN,same,assumed_compatible_text,True
data_raw/uc3m/test/00302.jpg,AN-*774L*R,data_raw/uc3m/train/01054.jpg,AD-877*LS*,same,assumed_compatible_text,True
data_raw/uc3m/test/00302.jpg,AN-*774L*R,data_raw/uc3m/train/01311.jpg,AD-677*LV*,same,assumed_compatible_text,True
data_raw/uc3m/test/00302.jpg,AN-*774L*R,data_raw/uc3m/train/01463.jpg,AD-377*LP*,same,assumed_compatible_text,True
data_raw/uc3m/test/00302.jpg,AN-*774L*R,data_raw/uc3m/train/01464.jpg,AD-377*LP*,same,assumed_compatible_text,True
data_raw/uc3m/test/00310.jpg,AN-554*CC*,data_raw/uc3m/train/00679.jpg,AD-55*4*CN,same,assumed_compatible_text,True
data_raw/uc3m/test/00310.jpg,AN-554*CC*,data_raw/uc3m/train/00680.jpg,AD-55*4*CN,same,assumed_compatible_text,True
data_raw/uc3m/test/00310.jpg,AN-554*CC*,data_raw/uc3m/train/00681.jpg,AD-55*4*CN,same,assumed_compatible_text,True
data_raw/uc3m/test/00311.jpg,AN-*767*BW,data_raw/uc3m/test/01658.jpg,AD-M76*3*W,same,assumed_compatible_text,False
data_raw/uc3m/test/00340.jpg,AD-173**SM,data_raw/uc3m/test/01307.jpg,AD-17*9KS*,same,assumed_compatible_text,False
data_raw/uc3m/test/00340.jpg,AD-173**SM,data_raw/uc3m/train/00195.jpg,AD-173**SM,same,assumed_compatible_text,True
data_raw/uc3m/test/00348.jpg,AD-706*DB*,data_raw/uc3m/train/01416.jpg,AD-70*1D*S,same,assumed_compatible_text,True
data_raw/uc3m/test/00353.jpg,AD-255*CM*,data_raw/uc3m/train/00350.jpg,AN-255*CM*,same,assumed_compatible_text,True
data_raw/uc3m/test/00353.jpg,AD-255*CM*,data_raw/uc3m/train/01036.jpg,AD-*554*MH,same,assumed_compatible_text,True
data_raw/uc3m/test/00353.jpg,AD-29*3*XX,data_raw/uc3m/train/00350.jpg,AN-29*3*XX,same,assumed_compatible_text,True
data_raw/uc3m/test/00353.jpg,AD-29*3*XX,data_raw/uc3m/train/00351.jpg,AN-29*3*XX,same,assumed_compatible_text,True
data_raw/uc3m/test/00353.jpg,AD-29*3*XX,data_raw/uc3m/train/00352.jpg,AD-29*3*XX,same,assumed_compatible_text,True
data_raw/uc3m/test/00376.jpg,BN-01*6H*J,data_raw/uc3m/train/00283.jpg,AD-0*66HR*,same,assumed_compatible_text,True
data_raw/uc3m/test/00376.jpg,BN-01*6H*J,data_raw/uc3m/train/00378.jpg,BN-01*6H*J,same,assumed_compatible_text,True
data_raw/uc3m/test/00384.jpg,AN-524**YR,data_raw/uc3m/train/00261.jpg,AD-524*F*R,same,assumed_compatible_text,True
data_raw/uc3m/test/00384.jpg,AN-524**YR,data_raw/uc3m/train/01775.jpg,AD-52*8KY*,same,assumed_compatible_text,True
data_raw/uc3m/test/00390.jpg,AN-61*7*DX,data_raw/uc3m/train/00389.jpg,AN-61*7*DX,same,assumed_compatible_text,True
data_raw/uc3m/test/00420.jpg,AN-J21*4A*,data_raw/uc3m/train/00419.jpg,AN-J21*4A*,same,assumed_compatible_text,True
data_raw/uc3m/test/00421.jpg,DN-*191L*L,data_raw/uc3m/train/01452.jpg,AD-61*1L*L,same,assumed_compatible_text,True
data_raw/uc3m/test/00421.jpg,DN-*191L*L,data_raw/uc3m/train/01645.jpg,AD-*191LM*,same,assumed_compatible_text,True
data_raw/uc3m/test/00440.jpg,AN-6*78CN*,data_raw/uc3m/test/01348.jpg,AD-697**NY,same,assumed_compatible_text,False
data_raw/uc3m/test/00440.jpg,AN-82*2*GX,data_raw/uc3m/test/00441.jpg,AN-82*2*GX,same,assumed_compatible_text,False
data_raw/uc3m/test/00440.jpg,AN-84*3KP*,data_raw/uc3m/train/01593.jpg,AD-843**PV,same,assumed_compatible_text,True
data_raw/uc3m/test/00445.jpg,AN-686*HF*,data_raw/uc3m/test/00817.jpg,AD-686*HF*,same,assumed_compatible_text,False
data_raw/uc3m/test/00478.jpg,AN-*264C*W,data_raw/uc3m/train/00477.jpg,AN-*264C*W,same,assumed_compatible_text,True
data_raw/uc3m/test/00478.jpg,AN-97*7*CY,data_raw/uc3m/train/00480.jpg,AN-97*7*CY,same,assumed_compatible_text,True
data_raw/uc3m/test/00479.jpg,AN-737**YN,data_raw/uc3m/train/00476.jpg,AN-737**YN,same,assumed_compatible_text,True
data_raw/uc3m/test/00479.jpg,AN-737**YN,data_raw/uc3m/train/00480.jpg,AN-737**YN,same,assumed_compatible_text,True
data_raw/uc3m/test/00479.jpg,AN-737**YN,data_raw/uc3m/train/00481.jpg,AN-737**YN,same,assumed_compatible_text,True
data_raw/uc3m/test/00479.jpg,AN-737**YN,data_raw/uc3m/train/00635.jpg,AD-737*HY*,same,assumed_compatible_text,True
data_raw/uc3m/test/00479.jpg,AN-737**YN,data_raw/uc3m/train/00636.jpg,AD-737*HY*,same,assumed_compatible_text,True
data_raw/uc3m/test/00479.jpg,AN-737**YN,data_raw/uc3m/train/00677.jpg,AD-73*3JY*,same,assumed_compatible_text,True
data_raw/uc3m/test/00479.jpg,AN-737**YN,data_raw/uc3m/train/00678.jpg,AD-73*3JY*,same,assumed_compatible_text,True
data_raw/uc3m/test/00495.jpg,AN-0*96H*H,data_raw/uc3m/train/01014.jpg,AD-079**NH,same,assumed_compatible_text,True
data_raw/uc3m/test/00505.jpg,AN-2*32*ZM,data_raw/uc3m/train/00160.jpg,AD-26*2GZ*,same,assumed_compatible_text,True
data_raw/uc3m/test/00505.jpg,AN-2*32*ZM,data_raw/uc3m/train/00854.jpg,AD-22*2K*M,same,assumed_compatible_text,True
data_raw/uc3m/test/00509.jpg,AN-077**WS,data_raw/uc3m/train/00930.jpg,AD-*775F*S,same,assumed_compatible_text,True
data_raw/uc3m/test/00509.jpg,AN-077**WS,data_raw/uc3m/train/01613.jpg,AD-07*3JW*,same,assumed_compatible_text,True
data_raw/uc3m/test/00509.jpg,AN-077**WS,data_raw/uc3m/train/01738.jpg,AD-*777JW*,same,assumed_compatible_text,True
data_raw/uc3m/test/00510.jpg,AN-420**JY,data_raw/uc3m/train/00385.jpg,AN-42*2B*Y,same,assumed_compatible_text,True
data_raw/uc3m/test/00553.jpg,AD-028**TC,data_raw/uc3m/train/00554.jpg,AD-028**TC,same,assumed_compatible_text,True
data_raw/uc3m/test/00553.jpg,AD-050*D*L,data_raw/uc3m/train/01213.jpg,AD-0*03DC*,same,assumed_compatible_text,True
data_raw/uc3m/test/00553.jpg,AD-050*D*L,data_raw/uc3m/train/01255.jpg,AD-05*6DZ*,same,assumed_compatible_text,True
data_raw/uc3m/test/00553.jpg,AD-050*D*L,data_raw/uc3m/train/01256.jpg,AD-05*6DZ*,same,assumed_compatible_text,True
data_raw/uc3m/test/00553.jpg,AD-050*D*L,data_raw/uc3m/train/01806.jpg,AD-0*09DH*,same,assumed_compatible_text,True
data_raw/uc3m/test/00553.jpg,AD-27*6*PS,data_raw/uc3m/train/00554.jpg,AD-27*6*PS,same,assumed_compatible_text,True
data_raw/uc3m/test/00553.jpg,AD-699**RM,data_raw/uc3m/train/00554.jpg,AD-699**RM,same,assumed_compatible_text,True
data_raw/uc3m/test/00553.jpg,AD-699**RM,data_raw/uc3m/train/00754.jpg,AD-69*5DR*,same,assumed_compatible_text,True
data_raw/uc3m/test/00555.jpg,AD-*199JX*,data_raw/uc3m/train/00225.jpg,AD-01*9J*Y,same,assumed_compatible_text,True
data_raw/uc3m/test/00555.jpg,AD-*199JX*,data_raw/uc3m/train/00554.jpg,AD-*199JX*,same,assumed_compatible_text,True
data_raw/uc3m/test/00555.jpg,AD-0*05K*H,data_raw/uc3m/train/00288.jpg,AD-08*5KT*,same,assumed_compatible_text,True
data_raw/uc3m/test/00555.jpg,AD-0*05K*H,data_raw/uc3m/train/00554.jpg,AD-0*05K*H,same,assumed_compatible_text,True
data_raw/uc3m/test/00555.jpg,AD-6*36*NT,data_raw/uc3m/test/00560.jpg,AD-6*36*NT,same,assumed_compatible_text,False
data_raw/uc3m/test/00555.jpg,AD-6*36*NT,data_raw/uc3m/train/00561.jpg,AD-6*36*NT,same,assumed_compatible_text,True
data_raw/uc3m/test/00555.jpg,AD-649**XS,data_raw/uc3m/train/00561.jpg,AD-649**XS,same,assumed_compatible_text,True
data_raw/uc3m/test/00560.jpg,AD-05*9*BF,data_raw/uc3m/train/00557.jpg,AD-05*9*BF,same,assumed_compatible_text,True
data_raw/uc3m/test/00560.jpg,AD-05*9*BF,data_raw/uc3m/train/00558.jpg,AD-05*9*BF,same,assumed_compatible_text,True
data_raw/uc3m/test/00560.jpg,AD-05*9*BF,data_raw/uc3m/train/00559.jpg,AD-05*9*BF,same,assumed_compatible_text,True
data_raw/uc3m/test/00560.jpg,AD-6*36*NT,data_raw/uc3m/train/00561.jpg,AD-6*36*NT,same,assumed_compatible_text,True
data_raw/uc3m/test/00560.jpg,AD-78*0C*Z,data_raw/uc3m/train/00557.jpg,AD-789*C*Z,same,assumed_compatible_text,True
data_raw/uc3m/test/00560.jpg,AD-78*0C*Z,data_raw/uc3m/train/00559.jpg,AD-78*0C*Z,same,assumed_compatible_text,True
data_raw/uc3m/test/00560.jpg,AD-78*0C*Z,data_raw/uc3m/train/00561.jpg,AD-78*0C*Z,same,assumed_compatible_text,True
data_raw/uc3m/test/00573.jpg,AD-965*H*G,data_raw/uc3m/train/00199.jpg,AD-*651HY*,same,assumed_compatible_text,True
data_raw/uc3m/test/00573.jpg,AD-965*H*G,data_raw/uc3m/train/00345.jpg,AN-*651HY*,same,assumed_compatible_text,True
data_raw/uc3m/test/00577.jpg,AD-*379LM*,data_raw/uc3m/train/00575.jpg,AD-*379LM*,same,assumed_compatible_text,True
data_raw/uc3m/test/00588.jpg,AD-368**WT,data_raw/uc3m/test/00817.jpg,BD-36*7KW*,same,assumed_compatible_text,False
data_raw/uc3m/test/00588.jpg,AD-89*1*RZ,data_raw/uc3m/train/00144.jpg,AD-89*1*RZ,same,assumed_compatible_text,True
data_raw/uc3m/test/00588.jpg,AD-89*1*RZ,data_raw/uc3m/train/00587.jpg,AD-89*1*RZ,same,assumed_compatible_text,True
data_raw/uc3m/test/00589.jpg,AD-3*03KT*,data_raw/uc3m/test/00831.jpg,AD-360*K*J,same,assumed_compatible_text,False
data_raw/uc3m/test/00589.jpg,AD-3*03KT*,data_raw/uc3m/test/01653.jpg,AD-37*3*TD,same,assumed_compatible_text,False
data_raw/uc3m/test/00591.jpg,AD-*999*YM,data_raw/uc3m/train/00592.jpg,AD-*999*YM,same,assumed_compatible_text,True
data_raw/uc3m/test/00591.jpg,AD-*999*YM,data_raw/uc3m/train/01708.jpg,AD-9*99GY*,same,assumed_compatible_text,True
data_raw/uc3m/test/00591.jpg,AD-22*2*DY,data_raw/uc3m/train/00592.jpg,AD-22*2*DY,same,assumed_compatible_text,True
data_raw/uc3m/test/00591.jpg,AD-748*DB*,data_raw/uc3m/test/00842.jpg,AD-7*83D*V,same,assumed_compatible_text,False
data_raw/uc3m/test/00591.jpg,AD-748*DB*,data_raw/uc3m/train/00592.jpg,AD-748*DB*,same,assumed_compatible_text,True
data_raw/uc3m/test/00591.jpg,AD-99*9*DV,data_raw/uc3m/train/00592.jpg,AD-99*9*DV,same,assumed_compatible_text,True
data_raw/uc3m/test/00606.jpg,AD-4*70K*V,data_raw/uc3m/train/00604.jpg,AD-4*70K*V,same,assumed_compatible_text,True
data_raw/uc3m/test/00606.jpg,AD-4*70K*V,data_raw/uc3m/train/00605.jpg,AD-4*70K*V,same,assumed_compatible_text,True
data_raw/uc3m/test/00606.jpg,AD-624*GX*,data_raw/uc3m/train/00605.jpg,AD-624*GX*,same,assumed_compatible_text,True
data_raw/uc3m/test/00611.jpg,AD-32*9*DS,data_raw/uc3m/train/00154.jpg,AD-3*39H*S,same,assumed_compatible_text,True
data_raw/uc3m/test/00615.jpg,AD-66*2*WN,data_raw/uc3m/train/00182.jpg,AD-66*2*WN,same,assumed_compatible_text,True
data_raw/uc3m/test/00615.jpg,AD-66*2*WN,data_raw/uc3m/train/00616.jpg,AD-66*2*WN,same,assumed_compatible_text,True
data_raw/uc3m/test/00617.jpg,AD-146*F*M,data_raw/uc3m/test/00834.jpg,AD-14*1FS*,same,assumed_compatible_text,False
data_raw/uc3m/test/00617.jpg,AD-146*F*M,data_raw/uc3m/train/00162.jpg,AD-146*F*M,same,assumed_compatible_text,True
data_raw/uc3m/test/00617.jpg,AD-16*0B*N,data_raw/uc3m/train/00165.jpg,AN-16*0B*N,same,assumed_compatible_text,True
data_raw/uc3m/test/00617.jpg,AD-16*0B*N,data_raw/uc3m/train/00620.jpg,AD-16*0B*N,same,assumed_compatible_text,True
data_raw/uc3m/test/00617.jpg,AD-16*0B*N,data_raw/uc3m/train/00655.jpg,AD-1*60*NN,same,assumed_compatible_text,True
data_raw/uc3m/test/00617.jpg,AD-556*H*Y,data_raw/uc3m/train/00618.jpg,AD-556*H*Y,same,assumed_compatible_text,True
data_raw/uc3m/test/00617.jpg,AD-556*H*Y,data_raw/uc3m/train/00619.jpg,AD-556*H*Y,same,assumed_compatible_text,True
data_raw/uc3m/test/00617.jpg,AD-82*8*TB,data_raw/uc3m/train/00619.jpg,AD-82*8*TB,same,assumed_compatible_text,True
data_raw/uc3m/test/00617.jpg,AD-82*8*TB,data_raw/uc3m/train/01609.jpg,AD-8*18HT*,same,assumed_compatible_text,True
data_raw/uc3m/test/00624.jpg,AD-93*3B*P,data_raw/uc3m/train/00625.jpg,AD-93*3B*P,same,assumed_compatible_text,True
data_raw/uc3m/test/00624.jpg,AD-93*3B*P,data_raw/uc3m/train/00928.jpg,AD-935**HP,same,assumed_compatible_text,True
data_raw/uc3m/test/00644.jpg,AD-222**WM,data_raw/uc3m/train/00191.jpg,AD-222**WM,same,assumed_compatible_text,True
data_raw/uc3m/test/00644.jpg,AD-222**WM,data_raw/uc3m/train/00643.jpg,AD-222**WM,same,assumed_compatible_text,True
data_raw/uc3m/test/00644.jpg,AD-222**WM,data_raw/uc3m/train/00854.jpg,AD-22*2K*M,same,assumed_compatible_text,True
data_raw/uc3m/test/00644.jpg,AD-M25*2*Y,data_raw/uc3m/train/00645.jpg,AD-M25*2*Y,same,assumed_compatible_text,True
data_raw/uc3m/test/00650.jpg,AD-5*66*BP,data_raw/uc3m/train/00101.jpg,AD-56*6GB*,same,assumed_compatible_text,True
data_raw/uc3m/test/00656.jpg,AD-34*7*XB,data_raw/uc3m/train/00655.jpg,AD-34*7*XB,same,assumed_compatible_text,True
data_raw/uc3m/test/00656.jpg,AD-34*7*XB,data_raw/uc3m/train/01630.jpg,AD-3*77KX*,same,assumed_compatible_text,True
data_raw/uc3m/test/00662.jpg,AD-*853CZ*,data_raw/uc3m/train/00202.jpg,AD-585*C*N,same,assumed_compatible_text,True
data_raw/uc3m/test/00662.jpg,AD-*853CZ*,data_raw/uc3m/train/00233.jpg,AD-585*C*N,same,assumed_compatible_text,True
data_raw/uc3m/test/00662.jpg,AD-*853CZ*,data_raw/uc3m/train/00661.jpg,AD-*853CZ*,same,assumed_compatible_text,True
data_raw/uc3m/test/00662.jpg,AD-59*2*WT,data_raw/uc3m/train/00661.jpg,AD-59*2*WT,same,assumed_compatible_text,True
data_raw/uc3m/test/00668.jpg,AD-21*1*CS,data_raw/uc3m/test/01867.jpg,AD-*101FC*,same,assumed_compatible_text,False
data_raw/uc3m/test/00669.jpg,AD-499**NV,data_raw/uc3m/test/00958.jpg,AD-49*9C*V,same,assumed_compatible_text,False
data_raw/uc3m/test/00698.jpg,AD-478**FN,data_raw/uc3m/train/00697.jpg,AD-478**FN,same,assumed_compatible_text,True
data_raw/uc3m/test/00698.jpg,AD-78*2*PT,data_raw/uc3m/test/01513.jpg,AD-783**PT,same,assumed_compatible_text,False
